customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender_encoded,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
0827-ITJPH,Male,0,No,No,0.1457906077409725,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.5373109453213398,-0.7033853701033287,0,1,False,False,True,False,False,True
8799-OXZMD,Female,0,No,No,-0.18016108246950976,No,No phone service,No,No,Yes,No,No,No,Yes,Mailed check,-1.1650179795821258,-0.6585166049026272,0,0,True,False,False,True,False,False
1925-TIBLE,Female,0,Yes,No,-1.0357842692720256,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic check,0.7213771816411229,-0.7503718351365116,1,0,True,False,False,False,True,False
1705-GUHPV,Female,0,No,No,1.24587756220135,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.349502440283254,-0.29343397753212114,0,0,False,False,True,False,False,True
4779-ZGICK,Male,0,Yes,Yes,0.6347181430566958,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.3711087284734764,-0.48969622138199387,0,1,False,False,True,False,False,True
0048-PIHNL,Female,0,Yes,No,0.6754621043330061,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4741541029191516,-0.6098977462485731,0,0,False,True,False,False,False,True
0818-OCPZO,Male,1,No,No,-0.22090504374582004,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic check,0.553512942624781,-0.0711416732413302,1,1,True,False,False,False,True,False
3967-KXAPS,Male,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),0.9141717531846443,1.9573721131701274,0,1,False,False,True,True,False,False
1447-GIQMR,Male,0,Yes,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.14465548917903734,-0.9768554203457555,1,1,True,False,False,False,True,False
3704-IEAXF,Female,0,Yes,Yes,1.6125732136881425,No,No phone service,No,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),-0.37057138304933923,0.662089834382129,0,0,False,False,True,True,False,False
6810-VCAEX,Female,0,No,No,0.5939741817803856,No,No phone service,Yes,Yes,No,Yes,No,No,No,Credit card (automatic),-0.8359375902233565,-0.2138216994547703,0,0,False,True,False,True,False,False
0674-EYYZV,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,Yes,No,Yes,Electronic check,-0.3373309396797665,-0.9832526385897099,0,0,True,False,False,True,False,False
4480-MBMLB,Female,0,No,No,0.1457906077409725,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),1.3296772953043026,0.7072894901816557,0,0,False,True,False,False,True,False
1395-OFUWC,Male,0,Yes,Yes,0.4309983366751445,No,No phone service,No,Yes,No,No,No,No,No,Credit card (automatic),-1.1799761790984336,-0.4673280169014082,0,1,True,False,False,True,False,False
0822-QGCXA,Female,1,Yes,No,-0.22090504374582004,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,0.6332900067117551,0.011867748317292863,0,0,True,False,False,True,False,False
0872-NXJYS,Female,0,No,No,-0.9542963467194051,Yes,No,No,No,No,No,No,Yes,Yes,Electronic check,0.49035610022259274,-0.688208521303878,1,0,True,False,False,False,True,False
2832-KJCRD,Female,0,No,No,0.22727853029359305,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.2914507854292943,0.7523126709951422,0,0,True,False,False,False,True,False
3588-WSTTJ,Female,1,No,No,0.10504664646466222,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic check,1.1385447459292597,0.560881429888118,0,0,True,False,False,False,True,False
5090-EMGTC,Female,0,Yes,No,1.082901717096109,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,1.1717851892988325,1.6551366402031606,0,0,False,False,True,False,True,False
2346-CZYIL,Male,0,No,No,-0.22090504374582004,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.477478147256109,-0.7728282771101175,0,1,False,False,True,False,False,True
3798-EPWRR,Female,1,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,No,No,Electronic check,-0.6930036837341939,-0.9698184802774056,0,0,True,False,False,True,False,False
6258-NGCNG,Male,0,No,No,-1.0357842692720256,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.372770750641955,-0.9310381020950884,0,1,True,False,False,False,False,True
4186-ZBUEW,Female,0,No,No,0.1457906077409725,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Mailed check,0.19617817640187488,0.1008773194012803,0,0,False,True,False,True,False,False
5274-XHAKY,Female,0,Yes,Yes,0.3495104141225239,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),0.9806526399237896,0.7104439805571229,0,0,True,False,False,False,True,False
1442-BQPVU,Female,0,No,No,-0.791320501614164,No,No phone service,No,Yes,No,No,No,No,No,Electronic check,-1.1849622456038695,-0.8497934303968664,0,0,True,False,False,True,False,False
3978-YNKDD,Male,0,No,Yes,-0.5468567339563023,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.4608579255713225,-0.8011083936230472,0,1,False,False,True,False,False,True
4940-KHCWD,Female,0,Yes,No,1.1236456783724194,No,No phone service,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),-0.9007564547940231,0.002382217817636211,0,0,False,False,True,True,False,False
9412-ARGBX,Female,0,No,Yes,0.6347181430566958,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed check,1.0205411719672768,1.0343858768070253,1,0,False,False,True,False,True,False
1389-CXMLU,Male,1,No,No,-1.1987601143772668,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic check,0.8726211989726784,-0.8798162373969425,1,1,True,False,False,False,True,False
9589-ABEPT,Male,0,Yes,No,1.4903413298592119,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Mailed check,0.9191578196900803,1.842950144096362,0,1,False,False,True,False,True,False
9388-ZEYVT,Male,0,No,No,0.4309983366751445,No,No phone service,No,No,Yes,Yes,No,Yes,No,Electronic check,-0.6863555950602795,-0.15529818220921432,0,1,False,True,False,True,False,False
0305-SQECB,Female,0,No,Yes,-0.8728084241667845,No,No phone service,Yes,No,No,Yes,No,No,Yes,Mailed check,-0.9556031863538181,-0.8297414601080574,0,0,False,True,False,True,False,False
7605-SNLQG,Female,0,Yes,No,0.512486259227765,Yes,No,No,No,Yes,No,No,No,Yes,Credit card (automatic),-0.4835888905058862,-0.027243520463849407,0,0,True,False,False,True,False,False
4670-TABXH,Male,0,Yes,No,1.6125732136881425,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.4942174899836873,2.4157658894093488,0,1,False,False,True,False,True,False
5561-NWEVX,Female,1,Yes,No,-1.2395040756535771,Yes,Yes,No,No,Yes,No,No,No,No,Electronic check,0.4787219450432425,-0.9311042802148535,1,0,True,False,False,False,True,False
0064-SUDOG,Female,0,Yes,Yes,-0.8320644628904743,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4791401694245876,-0.9083169476424224,0,0,False,False,True,False,False,True
8561-NMTBD,Female,0,Yes,Yes,1.4088534073065913,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.580642642744576,2.252327992962939,0,0,False,True,False,False,True,False
5161-XEUVX,Male,0,Yes,No,0.18653456901728277,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Mailed check,0.9806526399237896,0.5195642237814739,0,1,False,False,True,False,True,False
8292-FRFZQ,Female,0,No,No,0.2680224915699033,No,No phone service,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),-0.7860769251689975,-0.25694777416832554,0,0,False,True,False,True,False,False
8591-NXRCV,Female,0,No,No,0.3495104141225239,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),0.327477927711687,0.3561925054548295,0,0,True,False,False,True,False,False
7895-VONWT,Female,0,No,No,-0.3023929662984406,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,Electronic check,-0.5500697772450316,-0.43655519121066155,0,0,True,False,False,True,False,False
4526-RMTLL,Male,0,Yes,Yes,-0.9950403079957154,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),0.377338592766046,-0.7224446685956621,0,1,False,False,True,True,False,False
6253-GNHWH,Female,0,Yes,Yes,1.5718292524118322,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Mailed check,0.20947435374970363,1.2978189122184198,0,0,False,False,True,True,False,False
4566-NECEV,Male,0,No,No,-1.1172721918246462,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Electronic check,1.055443637505328,-0.7867256822607772,0,1,True,False,False,False,True,False
8080-POTJR,Female,0,No,No,-0.09867315991688919,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),0.4820459893801996,0.06344256298751907,0,0,False,True,False,True,False,False
6906-MPARY,Male,0,No,No,0.3087664528462136,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),0.8244225560867979,0.5315645228322025,0,1,False,True,False,False,True,False
3662-FXJFO,Female,0,No,No,0.8791819107145575,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.472492080750673,-0.5504256759530514,0,0,False,False,True,False,False,True
8107-RZLNV,Male,0,Yes,No,1.6125732136881425,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),1.3795379603586615,2.3303740555391843,0,1,False,False,True,False,True,False
0516-OOHAR,Male,0,Yes,Yes,-0.18016108246950976,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),1.181757322309704,0.22752018125832418,0,1,False,True,False,False,True,False
2027-CWDNU,Male,0,Yes,Yes,-0.5876006952326126,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic check,0.6914607826085073,-0.30080180819929636,0,1,True,False,False,False,True,False
2737-WFVYW,Female,0,No,No,-1.2395040756535771,No,No phone service,No,No,No,No,Yes,Yes,Yes,Electronic check,-0.6497911073537496,-0.9696420052913655,1,0,True,False,False,True,False,False
9912-OMZDS,Female,0,Yes,Yes,1.082901717096109,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,1.374551893853226,1.7527934856031138,0,0,False,True,False,False,True,False
3733-ZEECP,Male,0,Yes,Yes,-0.42462485012737144,Yes,No,No,No,No,Yes,No,No,Yes,Electronic check,-0.4553345136417494,-0.46342350783527037,0,1,True,False,False,True,False,False
7878-RTCZG,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4924363467724167,-0.9985839030019457,0,0,True,False,False,False,False,True
2452-MRMZF,Female,1,Yes,No,1.6125732136881425,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.2996417752288951,-0.15260693867210237,0,0,False,False,True,False,False,True
2272-QAGFO,Female,1,No,No,-0.7505765403378537,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.31584377253233625,-0.5237117749412277,1,0,True,False,False,False,True,False
7103-IPXPJ,Male,0,Yes,No,0.7162060656093164,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic check,1.1501789011086103,1.2249347429838486,0,1,False,True,False,False,True,False
4342-HFXWS,Female,0,Yes,Yes,0.6347181430566958,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),0.1629377330323022,0.32663294529310877,0,0,False,True,False,True,False,False
3545-CNWRG,Female,0,Yes,Yes,0.6754621043330061,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic check,1.1152764355705587,1.149690220810991,0,0,True,False,False,False,True,False
1785-BPHTP,Male,0,Yes,Yes,-0.18016108246950976,Yes,No,No,No,Yes,No,Yes,No,No,Electronic check,0.6864747161030716,0.0029116427757567027,0,1,True,False,False,False,True,False
4989-LIXVT,Male,1,No,No,1.4495973685829016,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic check,1.033837349315106,1.8617667894828902,0,1,True,False,False,False,True,False
7315-WYOAW,Male,0,No,No,-0.791320501614164,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic check,1.1950534996575333,-0.42797409501446054,0,1,True,False,False,False,True,False
1173-XZPYF,Female,0,No,No,-0.8728084241667845,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic check,0.8111263787389692,-0.5704555868686055,0,0,True,False,False,False,True,False
9850-OWRHQ,Female,0,Yes,No,-1.1987601143772668,Yes,Yes,No,No,No,No,No,No,Yes,Credit card (automatic),0.3091956838584216,-0.9067727915145714,1,0,True,False,False,False,True,False
3768-NLUBH,Male,1,Yes,No,1.0014137945434884,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic check,1.1900674331520973,1.527765819028701,1,1,True,False,False,False,True,False
8676-TRMJS,Male,0,No,No,-1.1987601143772668,Yes,Yes,No,No,No,No,No,No,No,Mailed check,0.3391120828910372,-0.9151112346049672,1,1,True,False,False,False,True,False
2509-TFPJU,Male,0,Yes,No,1.6125732136881425,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.2979797530604165,-0.18490186111744505,0,1,False,False,True,False,False,True
9530-GRMJG,Male,0,Yes,Yes,1.5310852911355222,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,0.6416001175541483,1.6308051515028783,0,1,False,False,True,True,False,False
6898-RBTLU,Female,0,Yes,Yes,0.6754621043330061,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),0.4820459893801996,0.7143484896232606,0,0,False,False,True,True,False,False
5481-NTDOH,Female,1,Yes,No,1.4088534073065913,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),1.404468292885841,2.1438179359215184,0,0,False,True,False,False,True,False
2068-WWXQZ,Male,0,No,No,0.5532302205040753,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4874502802669807,-0.6094124400369628,0,1,False,False,True,False,False,True
7359-SSBJK,Female,1,No,No,1.2866215234776603,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),0.17955795471708852,0.9695974975570446,1,0,False,False,True,True,False,False
2061-VVFST,Female,0,Yes,No,0.18653456901728277,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.5057325241202457,-0.6521193866586728,0,0,True,False,False,False,False,True
0685-MLYYM,Female,1,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,No,No,Electronic check,0.1978401985703534,-0.939045654586659,1,0,True,False,False,False,True,False
0749-IRGQE,Female,1,Yes,No,-0.791320501614164,No,No phone service,No,No,No,No,Yes,Yes,No,Electronic check,-0.648129085185271,-0.7742180176251834,0,0,True,False,False,True,False,False
2380-DAMQP,Female,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,1.67371588417938,2.6764194437906124,0,0,False,False,True,False,True,False
2256-YLYLP,Male,0,Yes,Yes,1.4495973685829016,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),0.27096917398341336,1.1779482779506658,0,1,False,False,True,True,False,False
1272-ILHFG,Male,0,Yes,Yes,-0.7098325790615434,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5007464576148097,-0.860602523291824,0,1,False,True,False,False,False,True
0164-XAIRP,Female,0,No,No,-0.3431369275747509,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.504070501951767,-0.7999171874672764,0,0,False,False,True,False,False,True
5666-CYCYZ,Female,0,No,No,-0.3431369275747509,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic check,0.8227605339183194,-0.01056663428305783,0,0,True,False,False,False,True,False
4011-ARPHK,Male,0,No,No,-0.22090504374582004,Yes,No,Yes,No,No,No,No,No,No,Mailed check,-0.4802648461689289,-0.38469360468812025,0,1,True,False,False,True,False,False
8182-PNAGI,Male,0,No,No,-0.8320644628904743,Yes,No,No,No,No,Yes,No,No,No,Bank transfer (automatic),-0.4835888905058862,-0.7454084761541332,1,1,True,False,False,True,False,False
6365-HITVU,Female,0,Yes,Yes,1.5718292524118322,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),0.7463075141683023,1.7847795768228862,0,0,False,False,True,True,False,False
7558-IMLMT,Male,0,Yes,Yes,1.4088534073065913,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.4625199477398012,-0.38445095158231496,0,1,False,False,True,False,False,True
9488-FYQAU,Female,0,Yes,No,1.24587756220135,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),1.477597268298901,2.010976390179815,0,0,False,False,True,False,True,False
3590-TCXTB,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.477478147256109,-0.9983853686426506,0,1,True,False,False,False,False,True
6994-KERXL,Male,0,No,No,-1.1580161531009565,Yes,No,No,No,No,No,No,Yes,Yes,Electronic check,-0.2957803854678007,-0.9021403231310181,0,1,True,False,False,True,False,False
7957-RYHQD,Female,1,No,No,0.3087664528462136,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),0.4787219450432425,0.41937055045719374,1,0,True,False,False,False,True,False
2180-DXNEG,Female,0,No,No,-0.8320644628904743,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic check,1.0371613936520632,-0.5387783268744033,1,0,True,False,False,False,True,False
1960-UOTYM,Male,0,Yes,Yes,0.797693988161937,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,0.4787219450432425,0.764577682524931,0,1,False,False,True,True,False,False
2740-JFBOK,Male,0,No,No,-0.9135523854430948,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,-1.3561505289571687,-0.9074125133389667,0,1,True,False,False,False,False,True
6500-JVEGC,Male,0,No,No,1.4495973685829016,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),1.2149977656792768,2.1298102339045837,0,1,False,True,False,False,True,False
5515-AKOAJ,Female,0,No,No,0.8791819107145575,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic check,1.173447211467311,1.3930933453068315,1,0,True,False,False,False,True,False
8976-OQHGT,Female,0,Yes,Yes,-1.1580161531009565,Yes,No,No,Yes,No,Yes,No,No,No,Mailed check,-0.27583611944605707,-0.9036403605123592,1,0,True,False,False,True,False,False
5245-VDBUR,Female,0,Yes,No,0.797693988161937,No,No phone service,Yes,No,Yes,No,No,No,No,Mailed check,-0.9755474523755615,-0.14309934879919073,0,0,False,True,False,True,False,False
6230-BSUXY,Female,1,No,No,-1.2802480369298874,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic check,0.6715165165867639,-0.9698625990239156,1,0,True,False,False,False,True,False
8469-SNFFH,Male,0,Yes,No,1.5310852911355222,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),0.48537003371715715,1.4319178422356587,0,1,False,True,False,True,False,False
2144-ESWKO,Male,0,No,No,0.4309983366751445,No,No phone service,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),-0.9838575632179547,-0.36159744089011897,0,1,False,True,False,True,False,False
1241-FPMOF,Male,0,No,No,0.797693988161937,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5007464576148097,-0.5551243224563698,0,1,False,False,True,False,False,True
9928-BZVLZ,Female,0,No,No,-0.8320644628904743,No,No phone service,Yes,No,Yes,Yes,No,Yes,No,Mailed check,-0.4968850678537152,-0.7637839340755611,0,0,False,False,True,True,False,False
4114-QMKVN,Female,0,Yes,Yes,0.9606698332671781,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Bank transfer (automatic),0.13135931183120808,0.6759431207862787,0,0,False,True,False,True,False,False
9003-CPATH,Male,0,No,No,0.3902543753988342,Yes,Yes,No,No,Yes,No,No,No,No,Electronic check,0.5019902554019434,0.45446701330592343,0,1,True,False,False,False,True,False
1754-GKYPY,Male,1,Yes,No,-0.42462485012737144,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),0.829408622592234,-0.15194515747445192,0,1,True,False,False,False,True,False
5294-CDGWY,Male,0,Yes,Yes,0.7569500268856267,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,-0.1827628780112537,0.32266225810720595,1,1,False,True,False,True,False,False
7956-XQWGU,Male,0,No,No,-0.22090504374582004,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.509056568457203,-0.8043070027450245,0,1,True,False,False,False,False,True
1591-MQJTP,Male,1,Yes,No,0.7569500268856267,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),0.9590463517335676,1.1276087881827204,0,1,False,True,False,False,True,False
5295-PCJOO,Male,0,No,Yes,-1.1580161531009565,Yes,No,Yes,No,No,No,No,No,Yes,Electronic check,-0.5118432673700231,-0.9260085649929448,1,1,True,False,False,True,False,False
2369-FEVNO,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.4924363467724167,-0.9985839030019457,0,1,True,False,False,False,False,True
9863-JZAIC,Male,0,No,No,0.10504664646466222,Yes,No,No,No,No,No,Yes,No,No,Mailed check,-0.32569678450041606,-0.1203340756000148,1,1,True,False,False,True,False,False
7471-MQPOS,Male,1,Yes,Yes,1.5718292524118322,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),0.2693071518149348,1.2601856214453633,0,1,False,True,False,True,False,False
7660-HDPJV,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.14631751134751586,-0.9768333609725006,1,0,True,False,False,False,True,False
5115-SQAAU,Female,0,Yes,Yes,1.4903413298592119,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.3029658195658524,-0.26908042945858407,0,0,False,False,True,False,False,True
9845-QOMAD,Male,0,Yes,Yes,-0.7505765403378537,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4974224132778524,-0.8708821912286612,0,1,False,True,False,False,False,True
7672-VFMXZ,Male,0,Yes,No,1.0014137945434884,Yes,No,Yes,No,No,Yes,No,No,No,Electronic check,-0.3024284741417151,0.39190663075469945,0,1,True,False,False,True,False,False
9739-JLPQJ,Female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),1.7518309260978755,2.8177759076087514,0,0,False,False,True,False,True,False
9916-AYHTC,Male,0,No,No,0.6347181430566958,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.494098368940895,-0.6032358155255585,0,1,False,False,True,False,False,True
3855-ONCAR,Female,0,Yes,Yes,-1.1580161531009565,Yes,No,No,No,No,No,Yes,No,Yes,Mailed check,0.4687498120323708,-0.8751175908936242,0,0,True,False,False,False,True,False
1488-SYSFC,Male,0,Yes,Yes,-0.05792919864057891,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,-1.4675060142452372,-0.6976278736837697,0,1,True,False,False,False,False,True
7931-PXHFC,Male,0,No,No,0.22727853029359305,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed check,-0.0830415479025357,0.03154470926076682,1,1,False,True,False,True,False,False
3990-QYKBE,Male,1,Yes,No,0.18653456901728277,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic check,0.9208198418585588,0.525057007721973,1,1,True,False,False,False,True,False
0970-QXPXW,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5007464576148097,-0.9986941998682208,0,0,True,False,False,False,False,True
3259-KNMRR,Male,1,No,No,1.0014137945434884,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),0.4970041888965074,0.9507146740507514,0,1,False,False,True,True,False,False
6120-RJKLU,Female,1,Yes,No,1.2051336009250397,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),0.503652277570422,1.1190497513597746,0,0,False,False,True,True,False,False
9572-WUKSB,Male,0,Yes,No,-1.1987601143772668,No,No phone service,No,No,No,Yes,No,No,Yes,Electronic check,-1.16003191307669,-0.9666639899019384,0,1,True,False,False,True,False,False
5893-KCLGT,Female,0,No,Yes,1.6125732136881425,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.4974224132778524,-0.316022775745257,0,0,False,False,True,False,False,True
0076-LVEPS,Male,0,No,Yes,-0.13941712119319946,No,No phone service,Yes,Yes,Yes,Yes,No,No,Yes,Mailed check,-0.6581012181961428,-0.4592101675435624,0,1,True,False,False,True,False,False
3640-JQGJG,Male,0,Yes,Yes,-0.791320501614164,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),-0.6647493068700573,-0.7606515030733488,0,1,True,False,False,True,False,False
4919-MOAVT,Male,0,No,Yes,-1.1987601143772668,Yes,No,No,No,No,No,No,No,No,Electronic check,0.16127571086382367,-0.9102581724888639,1,1,True,False,False,False,True,False
1596-OQSPS,Female,0,No,No,-0.8728084241667845,Yes,No,No,Yes,No,No,No,No,No,Electronic check,-0.4553345136417494,-0.7730268114694125,0,0,True,False,False,True,False,False
9867-XOBQA,Female,0,No,Yes,-0.46536881140368175,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,No,Mailed check,-0.38719160473412556,-0.48535052485075575,0,0,False,False,True,True,False,False
9546-KDTRB,Female,0,No,No,-0.5468567339563023,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.3328822185984677,-0.8018363529404627,0,0,True,False,False,False,False,True
3090-HAWSU,Male,0,No,No,1.1643896396487294,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.5557123102173966,2.0262635358455405,1,1,False,False,True,False,True,False
9820-RMCQV,Female,0,No,No,-0.8728084241667845,Yes,No,Yes,No,No,No,No,No,No,Credit card (automatic),-0.5400976442341598,-0.7863286135421869,1,0,True,False,False,True,False,False
3174-RKMOW,Male,0,Yes,Yes,0.10504664646466222,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,1.500865578657602,0.6613839344379685,0,1,True,False,False,False,True,False
1760-CAZHT,Male,0,No,Yes,-0.3023929662984406,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4625199477398012,-0.8043290621182795,0,1,True,False,False,False,False,True
